ensembl_gene_id,hgnc_symbol,chromosome_name,start_region,end_region
ENSG00000204671,IL31,12,122651577,122663746
ENSG00000231887,PRH1,12,11028610,11041854
ENSG00000256660,CLEC12B,12,10158226,10176218
ENSG00000010278,CD9,12,6303881,6352425
ENSG00000011465,DCN,12,91534025,91581900
ENSG00000013583,HEBP1,12,13122798,13158207
ENSG00000013588,GPRC5A,12,13038716,13075871
ENSG00000064763,FAR2,12,29297036,29498913
ENSG00000067798,NAV3,12,78219685,78611790
ENSG00000087494,PTHLH,12,28106017,28130638
"ENSG00000089127,ENSG00000111331","OAS1,OAS3",12,113339582,113416054
"ENSG00000110934,ENSG00000139610","BIN2,CELA1",12,51669822,51745463
ENSG00000111012,CYP27B1,12,58151117,58167769
ENSG00000111321,LTBR,12,6479211,6505733
ENSG00000111679,PTPN6,12,7050631,7075479
ENSG00000111716,LDHB,12,21783276,21915791
ENSG00000111726,CMAS,12,22194108,22223608
ENSG00000111732,AICDA,12,8749762,8770467
ENSG00000135443,KRT85,12,52748790,52766265
ENSG00000139083,ETV6,12,11797788,12053336
"ENSG00000139178,ENSG00000159403","C1RL,C1R",12,7182513,7266869
ENSG00000139182,CLSTN3,12,7277294,7316541
ENSG00000139289,PHLDA1,12,76414227,76432712
ENSG00000139719,VPS33A,12,122709111,122756068
ENSG00000156076,WIF1,12,65439406,65520346
ENSG00000161634,DCD,12,55033375,55047277
ENSG00000170484,KRT74,12,52954566,52972609
"ENSG00000171840,ENSG00000177406","NINJ2,",12,668462,777945
ENSG00000177425,PAWR,12,79963759,80089877
ENSG00000179104,TMTC2,12,83075659,83533649
ENSG00000183395,PMCH,12,102585237,102596623
ENSG00000183735,TBK1,12,64840660,64900888
ENSG00000211455,STK38L,12,27391901,27483892
ENSG00000257194,"",12,90496516,90511556
ENSG00000017427,IGF1,12,102784645,102879423
ENSG00000059758,CDK17,12,96667039,96799338
ENSG00000060237,WNK1,12,856759,1025618
ENSG00000060982,BCAT1,12,24959295,25107393
ENSG00000070019,GUCY2C,12,14760576,14854519
ENSG00000110925,CSRNP2,12,51449990,51482447
"ENSG00000110944,ENSG00000170581","IL23A,STAT2",12,56727663,56758939
ENSG00000111700,SLCO1B3,12,20958636,21248040
ENSG00000120833,SOCS2,12,93958590,93982263
ENSG00000126838,PZP,12,9296436,9365966
ENSG00000127329,PTPRB,12,70905630,71036220
ENSG00000133636,NTS,12,86263073,86281770
ENSG00000135423,GLS2,12,56859736,56887198
ENSG00000136040,PLXNC1,12,94537499,94706451
ENSG00000136048,DRAM1,12,102266129,102410908
ENSG00000136052,SLC41A2,12,105191331,105357522
ENSG00000139112,GABARAPL1,12,10360057,10380727
ENSG00000139329,LUM,12,91491406,91510608
ENSG00000139410,SDSL,12,113855042,113881081
ENSG00000139437,TCHP,12,110333069,110426646
ENSG00000139537,CCDC65,12,49292893,49330623
ENSG00000139549,DHH,12,49478204,49493602
ENSG00000150991,UBC,12,125391150,125406914
ENSG00000151136,BTBD11,12,107707190,108058419
ENSG00000151948,GLT1D1,12,129332972,129474509
ENSG00000151952,TMEM132D,12,129551270,130393211
ENSG00000166598,HSP90B1,12,104318885,104352423
ENSG00000166888,STAT6,12,57484191,57530922
ENSG00000167272,POP5,12,121011567,121024201
ENSG00000167552,TUBA1A,12,49573579,49588107
ENSG00000169372,CRADD,12,94066151,94293616
ENSG00000170442,KRT86,12,52638084,52707947
ENSG00000173451,THAP2,12,72051789,72079419
ENSG00000182782,HCAR2,12,123180840,123192890
ENSG00000185432,METTL7A,12,51312255,51331300
ENSG00000196387,ZNF140,12,133651424,133689130
ENSG00000196668,LINC00173,12,116966227,116979323
ENSG00000198178,CLEC4C,12,7877011,7909201
ENSG00000198855,FICD,12,108903962,108924614
ENSG00000212127,TAS2R14,12,11085005,11329172
ENSG00000247077,PGAM5,12,133282405,133304228
ENSG00000005893,LAMP2,X,119556682,119608220
ENSG00000013619,MAMLD1,X,149524689,149687448
ENSG00000046774,MAGEC2,X,141285131,141298076
ENSG00000049768,FOXP3,X,49101897,49126288
ENSG00000062096,ARSF,X,2954512,3035767
ENSG00000069509,FUNDC1,X,44377885,44407247
ENSG00000076770,MBNL3,X,131498345,131628996
ENSG00000094631,HDAC6,X,48654784,48688392
ENSG00000101916,TLR8,X,12919739,12946288
"ENSG00000102245,ENSG00000129675","CD40LG,ARHGEF6",X,135725352,135869247
ENSG00000102265,TIMP1,X,47436712,47451188
ENSG00000102302,FGD1,X,54466887,54527599
ENSG00000102393,GLA,X,100647791,100667913
ENSG00000123576,ESX1,X,103489719,103504614
ENSG00000130066,SAT1,X,23796290,23809343
ENSG00000130234,ACE2,X,15574156,15625271
ENSG00000131080,EDA2R,X,65810479,65864108
ENSG00000132446,FTHL17,X,31084360,31095170
ENSG00000146938,NLGN4X,X,5753678,6151904
"ENSG00000147202,ENSG00000204086","DIAPH2,RPA4",X,95934662,96864996
ENSG00000153779,TGIF2LX,X,89171881,89182882
ENSG00000156298,TSPAN7,X,38415623,38553169
"ENSG00000160211,ENSG00000073009","G6PD,IKBKG",X,153754606,153801782
ENSG00000165704,HPRT1,X,133589183,133659543
ENSG00000169933,FRMPD4,X,12151585,12747642
ENSG00000183918,SH2D1A,X,123475194,123512005
"ENSG00000186810,ENSG00000147162,ENSG00000147174","CXCR3,OGT,ACRC",X,70747933,70843367
ENSG00000189221,MAOA,X,43510467,43611068
ENSG00000196664,TLR7,X,12880202,12913499
ENSG00000198947,DMD,X,31110794,33362558
ENSG00000205542,TMSB4X,X,12988227,13000346
ENSG00000205755,CRLF2,X,1309890,1336616
ENSG00000007350,TKTL1,X,153519024,153563700
ENSG00000010404,IDS,X,148553521,148620470
ENSG00000010671,BTK,X,100599435,100646183
ENSG00000012174,MBTPS2,X,21852754,21908542
"ENSG00000044446,ENSG00000173698","PHKA2,GPR64",X,18905418,19145755
ENSG00000077713,SLC25A43,X,118528023,118593441
ENSG00000078061,ARAF,X,47415516,47436307
ENSG00000078589,P2RY10,X,78195829,78222451
ENSG00000094841,UPRT,X,74488920,74529435
ENSG00000101846,STS,X,7132497,7277851
ENSG00000101868,POLA1,X,24707036,25020103
"ENSG00000102096,ENSG00000102100","PIM2,SLC35A2",X,48755459,48781301
ENSG00000102119,EMD,X,153602557,153614883
ENSG00000102174,PHEX,X,22045559,22274427
ENSG00000102230,PCYT1B,X,24571204,24695794
ENSG00000130827,PLXNA3,X,153681621,153706989
ENSG00000133135,RNF128,X,105932024,106045223
ENSG00000147394,ZNF185,X,152077986,152147024
ENSG00000156313,RPGR,X,38123416,38191817
ENSG00000157600,TMEM164,X,109240859,109430962
ENSG00000169057,MECP2,X,153282024,153368212
"ENSG00000171489,ENSG00000221994,rs142513793","SPACA5,ZNF630,rs142513793",X,47837756,47936025
ENSG00000179542,SLITRK4,X,142705596,142728596
ENSG00000185448,FAM47A,X,34142869,34155447
ENSG00000185960,SHOX,X,580079,625146
ENSG00000068366,ACSL4,X,108862473,108981632
ENSG00000101911,PRPS2,X,12804474,12847341
ENSG00000102076,OPN1LW,X,153404698,153429507
ENSG00000123560,PLP1,X,103023647,103052548
ENSG00000131724,IL13RA1,X,117856535,117933502
ENSG00000134594,RAB33A,X,129300623,129323844
ENSG00000147119,CHST7,X,46428219,46462843
"ENSG00000147160,ENSG00000158813","AWAT2,EDA",X,68830911,69274788
ENSG00000147168,IL2RG,X,70322254,70336958
ENSG00000157514,TSC22D3,X,106951451,107025572
ENSG00000165349,SLC7A3,X,70140432,70155975
ENSG00000166432,ZMAT1,X,101132262,101192004
ENSG00000171100,MTM1,X,149732069,149846795
ENSG00000175556,LONRF3,X,118103581,118157318
ENSG00000180772,AGTR2,X,115296975,115311225
ENSG00000182492,BGN,X,152755397,152780012
ENSG00000183337,BCOR,X,39904068,40041582
ENSG00000184205,TSPYL2,X,53106549,53122722
ENSG00000186416,NKRF,X,118717300,118744858
ENSG00000188158,NHS,X,17388543,17759114
ENSG00000188419,CHM,X,85111185,85307566
ENSG00000198814,GK,X,30666476,30753725
ENSG00000044524,EPHA3,3,89151674,89536284
ENSG00000047457,CP,3,148875197,148944842
ENSG00000055955,ITIH4,3,52841991,52870495
ENSG00000074416,MGLL,3,127402909,127547051
ENSG00000091513,TF,3,133459800,133502850
ENSG00000113924,HGD,3,120342020,120406418
ENSG00000114013,CD86,3,121769213,121844983
ENSG00000114200,BCHE,3,165485692,165560260
ENSG00000121594,CD80,3,119238140,119283449
ENSG00000121797,CCRL2,3,46443654,46459488
ENSG00000127241,MASP1,3,186930942,187014810
"ENSG00000131374,ENSG00000272477","TBC1D5,",3,17193654,18491309
ENSG00000132170,PPARG,3,12323867,12480855
ENSG00000134070,IRAK2,3,10201549,10290427
ENSG00000136603,SKIL,3,170070466,170119623
ENSG00000144852,NR1I2,3,119494331,119542332
ENSG00000145040,UCN2,3,48594160,48606206
ENSG00000151093,OXSM,3,25819408,25841025
ENSG00000163931,TKT,3,53253723,53295068
ENSG00000164047,CAMP,3,48259837,48271981
ENSG00000168329,CX3CR1,3,39299985,39328226
ENSG00000170266,GLB1,3,33033100,33143722
ENSG00000172215,CXCR6,3,45977425,45994845
ENSG00000172936,MYD88,3,38174969,38189513
ENSG00000177463,NR2C2,3,14984091,15100107
ENSG00000181631,P2RY13,3,151039100,151052336
ENSG00000181804,SLC9A9,3,142979064,143572373
ENSG00000186265,BTLA,3,112177815,112223408
ENSG00000189283,FHIT,3,59730036,61242133
ENSG00000241553,ARPC4,3,9829179,9854410
ENSG00000014257,ACPP,3,132031211,132092142
ENSG00000047849,MAP4,3,47887182,48135769
ENSG00000065485,PDIA5,3,122780909,122949074
ENSG00000070476,ZXDC,3,126151444,126199762
ENSG00000073282,TP63,3,189344205,189620068
ENSG00000075785,RAB7A,3,128439965,128538639
ENSG00000080819,CPOX,3,98234976,98317567
ENSG00000113790,EHHADH,3,184903412,185004778
ENSG00000114251,WNT5A,3,55494743,55528973
ENSG00000114480,GBE1,3,81533850,81816312
ENSG00000118007,STAG1,3,136050077,136476220
ENSG00000121858,TNFSF10,3,172218298,172246297
ENSG00000132155,RAF1,3,12620100,12710725
ENSG00000134072,CAMK1,3,9794026,9816676
ENSG00000144848,ATG3,3,112246356,112285893
ENSG00000145012,LPP,3,187866072,188613460
ENSG00000145192,AHSG,3,186325712,186344107
ENSG00000157005,SST,3,187381694,187393187
ENSG00000157445,CACNA2D3,3,54151574,55113584
ENSG00000158258,CLSTN2,3,139649027,140301239
ENSG00000163517,HDAC11,3,13516224,13552916
ENSG00000163590,PPM1L,3,160468390,160801695
ENSG00000163823,CCR1,3,46238200,46254887
ENSG00000163870,TPRA1,3,127286912,127322094
ENSG00000164062,APEH,3,49706435,49726396
ENSG00000168036,CTNNB1,3,41231328,41306587
"ENSG00000170837,ENSG00000163412","GPR27,EIF4E3",3,71719567,71810647
ENSG00000172340,SUCLG2,3,67405884,67710038
ENSG00000178035,IMPDH2,3,49056758,49071841
ENSG00000179796,LRRC3B,3,26659297,26757267
ENSG00000180767,CHST13,3,126238126,126267134
ENSG00000185112,FAM43A,3,194401622,194414762
"ENSG00000197548,ENSG00000196639","ATG7,HRH1",3,11173779,11604139
ENSG00000198585,NUDT16,3,131095515,131112674
ENSG00000016391,CHDH,3,53841362,53885417
ENSG00000072274,TFRC,3,195749054,195814060
ENSG00000075651,PLD1,3,171313195,171533740
ENSG00000114770,ABCC5,3,183632722,183740803
ENSG00000114771,AADAC,3,151526825,151551276
ENSG00000133657,ATP13A3,3,194118401,194224093
ENSG00000144566,RAB5A,3,19983571,20031667
ENSG00000144749,LRIG1,3,66424221,66556687
ENSG00000144891,AGTR1,3,148410571,148465795
"ENSG00000145088,ENSG00000163406","EAF2,SLC15A2",3,121549030,121667949
ENSG00000160746,ANO10,3,43391351,43738086
ENSG00000161217,PCYT1A,3,195936093,196019828
ENSG00000163421,PROK2,3,71815807,71839357
ENSG00000163519,TRAT1,3,108536545,108578852
ENSG00000163602,RYBP,3,72415976,72501069
ENSG00000163661,PTX3,3,157149578,157166417
ENSG00000163914,RHO,3,129242483,129259012
ENSG00000163975,MFI2,3,196710492,196761687
ENSG00000169379,ARL13B,3,93693983,93779512
ENSG00000174007,CEP19,3,196428148,196444164
ENSG00000177707,PVRL3,3,110783918,110999410
ENSG00000179348,GATA2,3,128193270,128217028
ENSG00000180611,MB21D2,3,192509604,192640950
ENSG00000183662,FAM19A1,3,68048359,68599776
ENSG00000184220,CMSS1,3,99531678,99902447
ENSG00000196549,MME,3,154736913,154906497
ENSG00000223711,"",3,195265871,195282400
ENSG00000244405,ETV5,3,185759097,185833107
ENSG00000003436,TFPI,2,188323957,188435487
"ENSG00000054219,ENSG00000241399","LY75,CD302",2,160620364,160766260
ENSG00000055332,EIF2AK2,2,37321353,37389208
"ENSG00000064012,ENSG00000003400","CASP8,CASP10",2,202042604,202157434
ENSG00000073734,ABCB11,2,169774448,169892832
ENSG00000114956,DGUOK,2,74148953,74191088
"ENSG00000115317,ENSG00000115318","HTRA2,LOXL3",2,74751504,74787817
ENSG00000115414,FN1,2,216220163,216305895
"ENSG00000115415,ENSG00000138378","STAT1,STAT4",2,191824084,192021322
ENSG00000115523,GNLY,2,85907298,85930977
"ENSG00000115541,ENSG00000144381","HSPE1,HSPD1",2,198346305,198386461
ENSG00000115604,IL18R1,2,102922989,103020218
"ENSG00000115850,ENSG00000076003","LCT,MCM6",2,136540410,136638996
ENSG00000116106,EPHA4,2,222277747,222443922
ENSG00000118004,COLEC11,2,3637426,3697048
"ENSG00000118640,ENSG00000168899","VAMP8,VAMP5",2,85783685,85825535
ENSG00000121966,CXCR4,2,136866919,136880735
ENSG00000123610,TNFAIP6,2,152209106,152241560
ENSG00000123999,INHA,2,220428884,220445435
ENSG00000125571,IL37,2,113665548,113681459
ENSG00000130147,SH3BP4,2,235855617,235969358
ENSG00000135899,SP110,2,231027009,231095444
ENSG00000136689,IL1RN,2,113859791,113896593
ENSG00000138386,NAB1,2,191506472,191562492
ENSG00000138434,SSFA2,2,182751560,182800465
ENSG00000138448,ITGAV,2,187449792,187550628
ENSG00000138449,SLC40A1,2,190420305,190453484
ENSG00000143727,ACP1,2,259140,283283
ENSG00000144035,NAT8,2,73862959,73874520
ENSG00000153574,RPIA,2,88986162,89055452
ENSG00000155636,RBM45,2,178972151,179008738
ENSG00000163161,ERCC3,2,128009866,128056752
ENSG00000163464,CXCR1,2,219022568,219036718
ENSG00000163599,CTLA4,2,204727509,204743683
ENSG00000163600,ICOS,2,204796471,204831300
"ENSG00000167165,ENSG00000241635","UGT1A6,UGT1A8",2,234521291,234686956
ENSG00000168393,DTYMK,2,242610157,242631406
ENSG00000168878,SFTPB,2,85879437,85900864
ENSG00000169764,UGP2,2,64063074,64123696
"ENSG00000171174,ENSG00000158019","RBKS,BRE",2,27999231,28566768
ENSG00000171848,RRM2,2,10257455,10276545
ENSG00000173166,RAPH1,2,204254068,204405133
ENSG00000180871,CXCR2,2,218985012,219006976
ENSG00000196141,SPATS2L,2,201165604,201351986
ENSG00000196975,ANXA4,2,69866557,70058596
ENSG00000197635,DPP4,2,162843751,162936052
ENSG00000267034,"",2,223176961,223188372
ENSG00000005436,GCFC2,2,75874126,75943115
ENSG00000019169,MARCO,2,119694742,119757236
ENSG00000034510,TMSB10,2,85127749,85138795
ENSG00000068724,TTC7A,2,47138296,47308276
ENSG00000071967,CYBRD1,2,172373757,172419643
ENSG00000084674,APOB,2,21219301,21271945
"ENSG00000085978,ENSG00000168918","ATG16L1,INPP5D",2,233919677,234209320
ENSG00000115163,CENPA,2,26982157,27028935
ENSG00000115232,ITGA4,2,182316929,182405914
ENSG00000115590,IL1R2,2,102603306,102650006
ENSG00000115884,SDC1,2,20395558,20430194
ENSG00000115919,KYNU,2,143630067,143804890
ENSG00000115956,PLEK,2,68587305,68629585
ENSG00000116016,EPAS1,2,46515806,46618836
ENSG00000123609,NMI,2,152121979,152151571
ENSG00000135631,RAB11FIP5,2,73295510,73388849
ENSG00000136688,IL36G,2,113725780,113748242
ENSG00000138061,CYP1B1,2,38289116,38342044
ENSG00000138363,ATIC,2,216171540,216219487
ENSG00000138385,SSB,2,170643443,170673574
ENSG00000138413,IDH1,2,209095951,209135798
ENSG00000144476,ACKR3,2,237471430,237496001
ENSG00000151693,ASAP2,2,9341894,9550812
ENSG00000162976,PQLC3,2,11290324,11324000
ENSG00000163013,FBXO41,2,73476810,73516559
ENSG00000163082,SGPP2,2,223284236,223430667
ENSG00000163497,FEV,2,219840809,219855379
ENSG00000171094,ALK,2,29410640,30149432
ENSG00000172292,CERS6,2,169307372,169636644
ENSG00000176887,SOX11,2,5827799,5846516
ENSG00000182551,ADI1,2,3496132,3528507
ENSG00000183023,SLC8A1,2,40319410,40843193
ENSG00000185013,NT5C1B,2,18732050,18775838
ENSG00000188010,MORN2,2,39098103,39161213
ENSG00000204186,ZDBF2,2,207134387,207184148
ENSG00000221823,PPP3R1,2,68400989,68488369
ENSG00000247626,MARS2,2,198565087,198578113
ENSG00000028116,VRK2,2,58129786,58392055
ENSG00000042493,CAPG,2,85616871,85650555
ENSG00000064989,CALCRL,2,188202856,188318187
ENSG00000071575,TRIB2,2,12852015,12887860
ENSG00000073737,DHRS9,2,169916299,169957677
ENSG00000079308,TNS1,2,218659512,218872718
ENSG00000091106,NLRC4,2,32444522,32495923
ENSG00000091436,"",2,173935163,174137738
ENSG00000115085,ZAP70,2,98325023,98361325
ENSG00000115204,MPV17,2,27527360,27553547
ENSG00000115380,EFEMP1,2,56088102,56156274
ENSG00000115457,IGFBP2,2,217492551,217534159
ENSG00000115484,CCT4,2,62090224,62120939
ENSG00000115504,EHBP1,2,62895986,63278622
ENSG00000115561,CHMP3,2,86725554,86953245
ENSG00000115687,PASK,2,242040514,242094679
ENSG00000115902,SLC1A4,2,65210611,65255999
ENSG00000116001,TIA1,2,70431576,70480792
ENSG00000116044,NFE2L2,2,178087323,178262425
ENSG00000125637,PSD4,2,113909902,113971973
ENSG00000127831,VIL1,2,219278815,219323018
ENSG00000130561,SAG,2,234211462,234260701
ENSG00000132305,IMMT,2,86366055,86427893
ENSG00000135636,DYSF,2,71675852,71918898
ENSG00000138356,AOX1,2,201445591,201546787
ENSG00000144354,CDCA7,2,174214548,174238725
ENSG00000151665,PIGF,2,46803076,46849258
ENSG00000151692,RNF144A,2,7052523,7213417
ENSG00000159399,HK2,2,75056108,75125486
ENSG00000162804,SNED1,2,241933255,242039983
ENSG00000162924,REL,2,61103656,61163745
ENSG00000163251,FZD5,2,208622310,208639287
ENSG00000171865,RNASEH1,2,3587383,3611206
ENSG00000172482,AGXT,2,241802896,241824919
ENSG00000188389,PDCD1,2,242787033,242806060
ENSG00000196843,ARID5A,2,97197480,97223375
ENSG00000197121,PGAP1,2,197692728,197797520
ENSG00000198142,SOWAHC,2,110366911,110381563
ENSG00000198369,SPRED2,2,65532985,65664771
ENSG00000211598,IGKV4-1,2,89179913,89190669
ENSG00000242441,GTF2A1L,2,48839937,48965287
"ENSG00000082213,ENSG00000113360,rs17410035","C5orf22,DROSHA,rs17410035",5,31395604,31560165
ENSG00000083312,TNPO1,5,72107139,72217560
ENSG00000112992,NNT,5,43597794,43712507
ENSG00000113013,HSPA9,5,137885571,137916133
ENSG00000113302,IL12B,5,158736791,158762895
ENSG00000113391,FAM172A,5,92948775,93452404
ENSG00000113525,IL5,5,131872136,131897530
ENSG00000113749,HRH2,5,175080033,175118245
ENSG00000120725,SIL1,5,138277409,138634246
ENSG00000125347,IRF1,5,131812301,131831490
ENSG00000134061,CD180,5,66473103,66497627
ENSG00000134352,IL6ST,5,55225923,55295821
ENSG00000142319,SLC6A3,5,1387909,1450545
ENSG00000145743,FBXL17,5,107189736,107722799
ENSG00000145839,IL9,5,135222935,135236516
ENSG00000155850,SLC26A2,5,149335300,149378018
ENSG00000160883,HK3,5,176302870,176331333
ENSG00000161011,SQSTM1,5,179228388,179270078
ENSG00000164209,SLC25A46,5,110068837,110105857
ENSG00000164266,SPINK1,5,147199131,147216349
ENSG00000164399,IL3,5,131391222,131403897
ENSG00000168685,IL7R,5,35847797,35884705
ENSG00000169194,IL13,5,131986955,132001802
ENSG00000169252,ADRB2,5,148201156,148213196
ENSG00000169271,HSPB3,5,53746445,53757207
ENSG00000169570,DTWD2,5,118168017,118329240
ENSG00000171444,MCC,5,112352796,112829527
ENSG00000171530,TBCA,5,76981991,77169604
ENSG00000178394,HTR1A,5,63251183,63263334
ENSG00000196923,PDLIM7,5,176905395,176929607
"ENSG00000197043,ENSG00000145901,ENSG00000211445","ANXA6,TNIP1,GPX3",5,150395124,150542443
ENSG00000205359,SLCO6A1,5,101702486,101839720
ENSG00000242110,AMACR,5,33981283,34013220
ENSG00000253522,MIR146A,5,159890275,159919433
ENSG00000038427,VCAN,5,82762284,82883122
ENSG00000068796,KIF2A,5,61596989,61838076
ENSG00000082068,WDR70,5,37374314,37758537
ENSG00000112941,PAPD7,5,6709718,6762161
ENSG00000113249,HAVCR1,5,156451424,156491130
ENSG00000113532,ST8SIA4,5,100137639,100243970
ENSG00000113593,PPWD1,5,64854063,64888376
ENSG00000113615,SEC24A,5,133979479,134068513
ENSG00000118985,ELL2,5,95215802,95302775
ENSG00000129625,REEP5,5,112207084,112263236
ENSG00000130449,ZSWIM6,5,60623100,60846997
ENSG00000131459,GFPT2,5,179722690,179785387
ENSG00000134516,DOCK2,5,169059251,169515386
ENSG00000134986,NREP,5,110993318,111338161
ENSG00000138829,FBN2,5,127588601,127999878
ENSG00000145545,SRD5A1,5,6628456,6674675
ENSG00000145675,PIK3R1,5,67506548,67602649
"ENSG00000145685,ENSG00000113273","LHFPL2,ARSB",5,77776038,78286910
"ENSG00000145715,ENSG00000134480","RASA1,CCNH",5,86558705,86713836
ENSG00000145730,PAM,5,102084685,102371809
ENSG00000145817,YIPF5,5,143532723,143555278
ENSG00000145860,RNF145,5,158579417,158642061
ENSG00000155324,GRAMD3,5,125690824,125837186
ENSG00000155846,PPARGC1B,5,149104861,149239585
ENSG00000164171,ITGA2,5,52280156,52395609
ENSG00000164398,ACSL6,5,131137683,131352936
ENSG00000164509,IL31RA,5,55142207,55223678
ENSG00000164588,HCN1,5,45254349,45701253
ENSG00000168621,GDNF,5,37807779,37844788
ENSG00000171643,S100Z,5,76140826,76222475
ENSG00000172244,C5orf34,5,43481803,43520247
ENSG00000173926,MARCH3,5,126198406,126371500
ENSG00000197208,SLC22A4,5,131625136,131684899
ENSG00000197375,SLC22A5,5,131700444,131736306
ENSG00000213949,ITGA1,5,52078730,52260040
ENSG00000234602,MCIDAS,5,54510442,54528143
"ENSG00000243414,ENSG00000134970","TICAM2,TMED7",5,114909339,114973689
ENSG00000039319,ZFYVE16,5,79698832,79780169
ENSG00000049167,ERCC8,5,60164658,60245900
ENSG00000064651,SLC12A2,5,127414458,127530380
ENSG00000082074,FYB,5,39100338,39279630
ENSG00000113070,HBEGF,5,139707428,139731216
ENSG00000113083,LOX,5,121393890,121418980
ENSG00000113319,RASGRF2,5,80251491,80530975
ENSG00000113448,PDE4D,5,58259865,59822947
ENSG00000113594,LIFR,5,38470065,38613456
ENSG00000113638,TTC33,5,40709577,40761077
ENSG00000120129,DUSP1,5,172190093,172203198
ENSG00000120705,ETF1,5,137836784,137883989
ENSG00000127022,CANX,5,179100629,179162926
ENSG00000131187,F12,5,176824141,176841577
ENSG00000145779,TNFAIP8,5,118599387,118740383
ENSG00000145780,FEM1C,5,114851608,114885591
ENSG00000145782,ATG12,5,115158893,115182555
ENSG00000145934,TENM2,5,166706804,167696162
ENSG00000151882,CCL28,5,43371747,43417493
ENSG00000152348,ATG10,5,81262844,81577676
ENSG00000164330,EBF1,5,158117928,158531769
ENSG00000164362,TERT,5,1248262,1300184
ENSG00000164904,ALDH7A1,5,125872533,125936110
"ENSG00000169228,ENSG00000169230","RAB24,PRELID1",5,176723199,176738960
ENSG00000170476,MZB1,5,138718169,138730770
ENSG00000172062,SMN1,5,70215768,70254769
ENSG00000172869,DMXL1,5,118368467,118589833
ENSG00000175309,PHYKPL,5,177630498,177664792
ENSG00000175471,MCTP1,5,94034446,94625279
ENSG00000176018,LYSMD3,5,89806428,89830401
ENSG00000176788,BASP1,5,17060707,17281943
ENSG00000183258,DDX41,5,176933578,176949470
ENSG00000215218,UBE2QL1,5,6443736,6500022
ENSG00000245060,LINC00847,5,180252957,180267726
ENSG00000249437,NAIP,5,70259310,70325941
ENSG00000012779,ALOX5,10,45864661,45946561
ENSG00000095794,CREM,10,35410719,35506886
ENSG00000099194,SCD,10,102101881,102129591
ENSG00000107521,HPS1,10,100170955,100211684
ENSG00000107551,RASSF4,10,45449855,45496339
ENSG00000107562,CXCL12,10,44788038,44886941
ENSG00000107593,PKD2L1,10,102042903,102095243
ENSG00000107959,PITRM1,10,3174920,3220003
ENSG00000107968,MAP3K8,10,30717866,30755762
ENSG00000107984,DKK1,10,54069056,54082802
ENSG00000108100,CCNY,10,35530953,35865852
ENSG00000108179,PPIF,10,81102225,81120093
ENSG00000122852,SFTPA1,10,81365695,81380196
ENSG00000122862,SRGN,10,70842862,70869567
ENSG00000130649,CYP2E1,10,135328910,135379724
ENSG00000133661,SFTPD,10,81692496,81747370
ENSG00000136758,YME1L1,10,27394383,27449195
ENSG00000138109,CYP2C9,10,96693415,96754147
ENSG00000138185,ENTPD1,10,97466536,97642023
ENSG00000148602,LRIT1,10,85986349,86006217
ENSG00000156110,ADK,10,75905960,76474061
ENSG00000165841,CYP2C19,10,96442911,96618017
ENSG00000180817,PPA1,10,71957586,71998667
ENSG00000185303,SFTPA2,10,81310608,81325153
ENSG00000099284,H2AFY2,10,71807552,71877036
ENSG00000107643,MAPK8,10,49509698,49652403
ENSG00000107738,C10orf54,10,73502316,73538255
"ENSG00000107798,ENSG00000119922","LIPA,IFIT2",10,90968326,91179314
ENSG00000107960,OBFC1,10,105637300,105682963
ENSG00000108055,SMC3,10,112322449,112369394
ENSG00000108091,CCDC6,10,61543521,61671414
ENSG00000120054,CPN1,10,101796950,101846634
ENSG00000122861,PLAU,10,75663935,75682255
ENSG00000122882,ECD,10,74884913,74933813
"ENSG00000138115,rs1934954","CYP2C8,rs1934954",10,96787202,96834254
ENSG00000148450,MSRB2,10,23379435,23415942
ENSG00000148516,ZEB1,10,31602424,31823742
ENSG00000148584,A1CF,10,52554169,52650435
ENSG00000148655,C10orf11,10,77355998,78324925
ENSG00000148671,ADIRF,10,88722949,88748691
ENSG00000150593,PDCD4,10,112626565,112664764
ENSG00000156515,HK1,10,71024740,71166638
ENSG00000166228,PCBD1,10,72637037,72653541
ENSG00000171862,PTEN,10,89617870,89736687
ENSG00000175535,PNLIP,10,118300443,118332367
ENSG00000179988,PSTK,10,124708897,124762029
ENSG00000188611,ASAH2,10,51937538,52013370
ENSG00000196372,ASB13,10,5675830,5713558
ENSG00000224596,ZMIZ1-AS1,10,80698085,80832652
ENSG00000023839,ABCC2,10,101537489,101616949
"ENSG00000026103,ENSG00000107796","FAS,ACTA2",10,90689831,90780542
ENSG00000035403,VCL,10,75752872,75884918
"ENSG00000078114,rs11012476","NEBL,rs11012476",10,21063902,21468116
ENSG00000095787,WAC,10,28816422,28917041
ENSG00000107447,DNTT,10,98059085,98103321
ENSG00000108231,LGI1,10,95512566,95562916
ENSG00000108239,TBC1D12,10,96157261,96300687
ENSG00000120594,PLXDC2,10,20100168,20583785
ENSG00000122378,FAM213A,10,82162585,82197753
ENSG00000123240,OPTN,10,13136449,13185291
ENSG00000138336,TET1,10,70315413,70459239
ENSG00000148484,RSU1,10,16627610,16864527
ENSG00000148798,INA,10,105031920,105055108
ENSG00000148832,PAOX,10,135187695,135210198
ENSG00000150093,ITGB1,10,33184247,33299720
